Unique Key,Incident Zip,Complaint Type,Descriptor
39806612,10012.0,Food Establishment,Food Contaminated
39806613,10018.0,Food Establishment,Ventilation
39806634,10016.0,Food Establishment,Rodents/Insects/Garbage
39807201,11214.0,Food Establishment,Food Contains Foreign Object
39807231,10024.0,Food Establishment,Food Preparation Location
39808056,11222.0,Food Establishment,Odor
39808216,10029,Calorie Labeling,Failure to Post Calorie Information
39808298,11203,Food Establishment,Kitchen/Food Prep Area
39808587,11372,Food Establishment,Rodents/Insects/Garbage
39808828,11233,Food Establishment,Food Protection
39808982,11222,Food Establishment,Toilet Facility
39809472,10002,Food Establishment,Rodents/Insects/Garbage
39809738,11222,Food Establishment,Rodents/Insects/Garbage
39809956,11231,Food Establishment,Facility Construction
39810399,10024,Food Establishment,Letter Grading
39810473,10018,Food Establishment,Rodents/Insects/Garbage
39810636,10010,Food Establishment,Toilet Facility
39810881,11221,Food Establishment,Food Worker Hygiene
39810958,11222,Food Poisoning,1 or 2
39810969,10038,Food Establishment,Food Worker Hygiene
39811071,10006,Food Establishment,Food Contains Foreign Object
39811326,10075,Food Establishment,Letter Grading
39811612,11222,Food Establishment,No Permit or License
39812290,11101,Food Establishment,Rodents/Insects/Garbage
39812884,10310,Food Poisoning,1 or 2
39812925,10022,Food Establishment,Food Contains Foreign Object
39813106,11419,Food Establishment,Rodents/Insects/Garbage
39813392,10472,Food Establishment,Bare Hands in Contact w/ Food
39813681,11212,Bottled Water,Illness/Injury
39813686,10467,Food Establishment,Rodents/Insects/Garbage
39813687,11103,Food Establishment,Rodents/Insects/Garbage
39814092,10024,Food Establishment,Kitchen/Food Prep Area
39814222,11232,Food Establishment,Permit/License/Certificate
39814232,10308,Food Establishment,Bare Hands in Contact w/ Food
39815624,10019,Food Establishment,Rodents/Insects/Garbage
39815642,10306,Food Establishment,Rodents/Insects/Garbage
39815647,10013,Food Establishment,Rodents/Insects/Garbage
39815679,11355,Food Establishment,Rodents/Insects/Garbage
39815695,10002,Food Establishment,Bare Hands in Contact w/ Food
39816329,10019,Food Establishment,Food Contains Foreign Object
39816533,11101,Food Poisoning,1 or 2
39816804,11216,Food Establishment,Rodents/Insects/Garbage
39816846,11215,Food Establishment,Rodents/Insects/Garbage
39816898,10001,Food Establishment,Rodents/Insects/Garbage
39816907,11212,Food Establishment,Letter Grading
39816991,11103,Smoking,Smoking Violation
39817309,10011,Food Establishment,Handwashing
39817603,10022,Food Establishment,Food Spoiled
39817627,11417,Food Establishment,Food Spoiled
39817785,11235,Food Poisoning,1 or 2
39818135,10016,Food Establishment,Letter Grading
39818206,10002,Food Establishment,Food Worker Hygiene
39818846,10019,Food Establishment,Food Contains Foreign Object
39819023,10016,Food Poisoning,1 or 2
39819240,10016,Food Poisoning,3 or More
39819409,10013,Food Establishment,Food Contaminated
39820709,10001,Food Establishment,Bare Hands in Contact w/ Food
39821526,11229,Food Establishment,Food Worker Hygiene
39821567,11212,Food Establishment,Food Preparation Location
39821754,11223,Food Establishment,Kitchen/Food Prep Area
39821763,11226,Food Poisoning,3 or More
39821904,10463,Food Establishment,Rodents/Insects/Garbage
39822407,11216,Food Establishment,Handwashing
39822433,11201,Food Establishment,Food Spoiled
39822610,10457,Food Establishment,Food Spoiled
39822747,10027,Food Poisoning,1 or 2
39822754,10029,Food Establishment,Ventilation
39822758,10017,Food Poisoning,1 or 2
39822774,10010,Food Establishment,Pesticide
39822798,11229,Food Establishment,Food Temperature
39822953,10010,Food Establishment,Facility Construction
39823093,11231,Food Establishment,Rodents/Insects/Garbage
39823094,11218,Food Establishment,Rodents/Insects/Garbage
39823193,11217,Food Establishment,Rodents/Insects/Garbage
39823214,10014,Food Establishment,Bare Hands in Contact w/ Food
39823230,10027,Food Establishment,Bare Hands in Contact w/ Food
39823254,10019,Food Establishment,Bare Hands in Contact w/ Food
39823862,10004,Food Establishment,Food Contains Foreign Object
39823987,11212,Food Establishment,Food Preparation Location
39824117,11234,Food Establishment,Kitchen/Food Prep Area
39824307,11414,Food Establishment,Rodents/Insects/Garbage
39824856,11237,Food Establishment,No Permit or License
39825042,10011,Food Establishment,Rodents/Insects/Garbage
39825087,10011,Food Establishment,Sewage
39825620,10019,Food Establishment,Rodents/Insects/Garbage
39825621,10014,Food Establishment,Rodents/Insects/Garbage
39826380,10006,Food Establishment,Toilet Facility
39826417,10462,Food Poisoning,1 or 2
39826533,10013,Food Establishment,Kitchen/Food Prep Area
39826817,10022,Food Establishment,Food Contaminated
39827785,11356,Food Establishment,Rodents/Insects/Garbage
39827832,10019,Food Establishment,Food Contaminated
39828256,10019,Food Establishment,Food Worker Activity
39828458,11372,Food Establishment,Food Spoiled
39828659,10003,Food Establishment,Letter Grading
39829025,10024,Food Establishment,Rodents/Insects/Garbage
39829160,11372,Food Establishment,Bare Hands in Contact w/ Food
39829737,10018,Food Establishment,Ventilation
39829916,10305,Food Establishment,Toilet Facility
39830077,11417,Food Poisoning,3 or More
39830079,10014,Food Poisoning,3 or More
39830133,10024,Food Establishment,Rodents/Insects/Garbage
39830197,10006,Food Establishment,Rodents/Insects/Garbage
39831030,11214,Food Poisoning,1 or 2
39831050,11211,Food Establishment,Food Protection
39831075,11103,Food Establishment,Food Temperature
39831926,10075,Food Establishment,Food Contains Foreign Object
39832025,11201,Food Establishment,Food Worker Hygiene
39832093,10006,Food Establishment,Food Temperature
39832331,10013,Food Establishment,No Permit or License
39832412,11421,Food Establishment,Letter Grading
39832652,10451,Food Establishment,Bare Hands in Contact w/ Food
39833216,10010,Food Poisoning,1 or 2
39833687,10016,Food Establishment,Rodents/Insects/Garbage
39833688,11206,Food Establishment,Rodents/Insects/Garbage
39833736,10003,Smoking,Smoking Violation
39834272,11211,Food Establishment,Food Spoiled
39834489,11102,Food Establishment,Letter Grading
39834638,10001,Food Establishment,Food Contaminated
39834694,10018,Food Establishment,Letter Grading
39835659,11355,Food Establishment,Bare Hands in Contact w/ Food
39836215,11372.0,Food Poisoning,1 or 2
39836503,10454.0,Food Establishment,Rodents/Insects/Garbage
39836532,11210.0,Food Establishment,Rodents/Insects/Garbage
39836556,10463.0,Food Establishment,Rodents/Insects/Garbage
39837125,10025.0,Food Establishment,Food Contains Foreign Object
39837130,10003.0,Food Poisoning,1 or 2
39837175,11235.0,Food Poisoning,1 or 2
39837488,10003.0,Food Establishment,Rodents/Insects/Garbage
39837496,11215.0,Food Establishment,Letter Grading
39837507,11414.0,Food Establishment,Bare Hands in Contact w/ Food
39838040,11238.0,Food Establishment,Food Spoiled
39838180,11221.0,Food Establishment,Food Worker Hygiene
39838424,11214.0,Food Establishment,Rodents/Insects/Garbage
39839047,10456.0,Food Establishment,Pet/Animal
39839088,11201.0,Food Establishment,Food Temperature
39840120,11201.0,Food Poisoning,1 or 2
39840339,10456.0,Food Establishment,Rodents/Insects/Garbage
39840412,10474.0,Food Establishment,Bare Hands in Contact w/ Food
39841001,11233.0,Food Establishment,Food Contains Foreign Object
39841281,10306.0,Food Establishment,Rodents/Insects/Garbage
39858654,11211.0,Food Establishment,Rodents/Insects/Garbage
39858847,11213.0,Food Establishment,Kitchen/Food Prep Area
39858973,10003.0,Food Poisoning,1 or 2
39858998,10004.0,Food Establishment,Food Worker Hygiene
39859702,10019.0,Food Establishment,Rodents/Insects/Garbage
39859985,11104.0,Food Establishment,Food Temperature
39860111,10032.0,Food Poisoning,1 or 2
39860811,10011.0,Food Establishment,No Permit or License
39861602,10027.0,Food Establishment,Odor
39862394,11217.0,Food Establishment,Kitchen/Food Prep Area
39862725,11106.0,Food Establishment,Toilet Facility
39862962,10007.0,Food Establishment,Food Worker Hygiene
39863591,10012.0,Food Establishment,Food Spoiled
39865038,11385.0,Food Establishment,Bare Hands in Contact w/ Food
39865146,11373.0,Food Establishment,Rodents/Insects/Garbage
39865938,10038.0,Food Establishment,No Permit or License
39866438,10458.0,Food Establishment,Kitchen/Food Prep Area
39866647,10002.0,Food Establishment,Toilet Facility
39867363,10016.0,Food Establishment,Food Spoiled
39868117,11354.0,Food Establishment,Rodents/Insects/Garbage
39868118,10003.0,Food Establishment,Rodents/Insects/Garbage
39868124,10307.0,Food Establishment,Rodents/Insects/Garbage
39868150,10034.0,Food Establishment,Food Contaminated
45643126,11204.0,Food Establishment,Food Contaminated
39868991,10038.0,Food Poisoning,1 or 2
39869008,10002.0,Food Establishment,Food Preparation Location
39869486,11238.0,Food Establishment,Rodents/Insects/Garbage
39869487,11208.0,Food Establishment,Rodents/Insects/Garbage
39869488,11222.0,Food Establishment,Rodents/Insects/Garbage
39869780,11101.0,Food Establishment,No Permit or License
39869837,10472.0,Food Establishment,Letter Grading
39870078,10023.0,Food Establishment,Toilet Facility
39870168,11217.0,Food Poisoning,1 or 2
39870917,11217.0,Food Establishment,Rodents/Insects/Garbage
39870921,10022.0,Food Establishment,Bare Hands in Contact w/ Food
39870926,10465.0,Food Establishment,Facility Construction
39870935,11214.0,Food Establishment,Bare Hands in Contact w/ Food
39871003,10007.0,Food Establishment,No Permit or License
39872250,11234.0,Food Establishment,Bare Hands in Contact w/ Food
39872298,10024.0,Food Establishment,Food Contains Foreign Object
39872767,11232.0,Food Poisoning,1 or 2
45643163,11234.0,Food Establishment,Rodents/Insects/Garbage
39873603,10011.0,Smoking,Smoking Violation
39873839,11418.0,Food Establishment,Odor
39873849,11375.0,Food Establishment,Rodents/Insects/Garbage
39873850,11374.0,Food Establishment,Rodents/Insects/Garbage
39873857,11378.0,Food Establishment,Rodents/Insects/Garbage
39873899,10011.0,Food Establishment,Rodents/Insects/Garbage
39873992,10461.0,Food Poisoning,1 or 2
39874034,10451.0,Food Establishment,Food Spoiled
39874277,10119.0,Food Establishment,Kitchen/Food Prep Area
39874713,11101.0,Food Establishment,Food Spoiled
39875237,10016.0,Food Establishment,Rodents/Insects/Garbage
39875250,10017.0,Food Establishment,Rodents/Insects/Garbage
39875254,10017.0,Food Establishment,Bare Hands in Contact w/ Food
39875759,10031.0,Smoking,Smoking Violation
39876522,10036.0,Food Establishment,Food Worker Hygiene
39876529,11215.0,Food Establishment,Rodents/Insects/Garbage
39876577,11418.0,Food Establishment,Rodents/Insects/Garbage
39877091,11103.0,Food Establishment,Letter Grading
39877635,10462,Food Establishment,Food Contains Foreign Object
39877721,10026,Food Establishment,Kitchen/Food Prep Area
39877756,10305,Food Establishment,Rodents/Insects/Garbage
39877758,11229,Food Establishment,Kitchen/Food Prep Area
39877795,11366,Food Establishment,Bare Hands in Contact w/ Food
39877860,10002,Food Establishment,Food Protection
39878999,11201,Food Establishment,Kitchen/Food Prep Area
39879070,11205,Food Poisoning,3 or More
39879084,11217,Food Poisoning,3 or More
39879219,11417,Food Establishment,Rodents/Insects/Garbage
39879273,11101,Food Establishment,Kitchen/Food Prep Area
39879707,10021,Food Establishment,Food Contains Foreign Object
39879854,10456,Food Establishment,Pet/Animal
39880098,11222,Food Establishment,Rodents/Insects/Garbage
39880157,11103,Food Establishment,Letter Grading
39880812,10024,Food Establishment,Bare Hands in Contact w/ Food
39880872,10024,Food Establishment,Food Worker Hygiene
39881105,10024,Food Establishment,Pet/Animal
39881194,11361,Food Establishment,Rodents/Insects/Garbage
39881726,11372,Food Establishment,Food Spoiled
39881969,11106,Food Establishment,Food Contaminated
39882130,11104,Food Establishment,Rodents/Insects/Garbage
39882621,11235,Food Establishment,Food Spoiled
39882681,10004,Food Establishment,Food Contains Foreign Object
39882779,11101,Food Poisoning,1 or 2
39882798,11354,Food Establishment,Food Preparation Location
39882824,10011,Food Poisoning,1 or 2
39882941,10018,Food Poisoning,3 or More
39883048,11229,Food Establishment,Bare Hands in Contact w/ Food
39883105,11205,Food Establishment,Rodents/Insects/Garbage
39883146,11372,Food Establishment,Letter Grading
39884961,11231,Food Establishment,Bare Hands in Contact w/ Food
39885605,10456,Food Poisoning,1 or 2
45643319,10024,Food Poisoning,1 or 2
39886099,10010,Food Poisoning,1 or 2
39886191,11105,Food Establishment,Rodents/Insects/Garbage
39886192,10024,Food Establishment,Rodents/Insects/Garbage
39886508,11234,Food Establishment,Kitchen/Food Prep Area
45644706,11214,Food Establishment,Rodents/Insects/Garbage
39886687,10003,Food Poisoning,1 or 2
39886782,10023,Food Establishment,Rodents/Insects/Garbage
39887071,11235,Food Establishment,Bare Hands in Contact w/ Food
39887717,10314,Smoking,Smoking Violation
39887873,11201,Food Establishment,Odor
39888227,10065,Food Establishment,Food Temperature
39888366,10075,Food Establishment,Rodents/Insects/Garbage
39889513,11222,Food Poisoning,1 or 2
39889538,10014,Food Establishment,Food Spoiled
39889544,10467,Food Establishment,Food Temperature
39889606,10001,Food Poisoning,3 or More
39889712,10011,Food Establishment,Rodents/Insects/Garbage
39889723,11223,Food Establishment,Bare Hands in Contact w/ Food
39890450,10003,Food Establishment,Food Contains Foreign Object
39890780,10065,Food Poisoning,1 or 2
39891118,11203,Food Establishment,Rodents/Insects/Garbage
39892246,10467,Food Establishment,Food Temperature
39892263,10011,Food Establishment,Kitchen/Food Prep Area
39893244,10011,Food Establishment,Food Spoiled
39893452,11222,Food Poisoning,1 or 2
39893701,11432,Food Establishment,Toilet Facility
39893704,11434,Food Poisoning,3 or More
39893801,10467,Food Establishment,Kitchen/Food Prep Area
39893914,10016,Food Establishment,Rodents/Insects/Garbage
39893918,10016,Food Establishment,Rodents/Insects/Garbage
39895031,11201,Food Poisoning,1 or 2
39895230,11208,Food Establishment,Rodents/Insects/Garbage
39896058,11434,Food Establishment,Food Contains Foreign Object
39896470,11358,Food Poisoning,1 or 2
39896681,11419,Food Establishment,Bare Hands in Contact w/ Food
39897398,11379,Food Establishment,Food Spoiled
39897419,11385,Smoking,Smoking Violation
39897995,10019,Food Establishment,Rodents/Insects/Garbage
39898045,11229,Food Establishment,Food Contaminated
39898050,10467,Food Establishment,Kitchen/Food Prep Area
39898297,11360,Food Establishment,Letter Grading
39898602,10128,Food Establishment,No Permit or License
39899346,10025,Food Establishment,Food Protection
39899429,10128,Food Establishment,Kitchen/Food Prep Area
39899486,11365,Food Establishment,Letter Grading
39900258,10032,Food Establishment,Odor
39900547,10002,Food Establishment,Kitchen/Food Prep Area
39900645,10002,Food Establishment,Food Contaminated
39902474,11358,Food Establishment,Food Spoiled
39902899,11214,Food Poisoning,1 or 2
39903063,11219,Food Establishment,Food Worker Hygiene
39903130,10013,Food Establishment,Kitchen/Food Prep Area
39903207,10024,Food Establishment,No Permit or License
39903630,11365,Food Establishment,Letter Grading
39903631,10014,Food Establishment,Rodents/Insects/Garbage
39903663,11419,Food Establishment,Rodents/Insects/Garbage
39903664,10016,Food Establishment,Letter Grading
39904091,10024,Food Establishment,Food Worker Illness
39904113,11230,Food Establishment,Food Temperature
39904419,11367,Food Establishment,Food Worker Hygiene
39904454,10013,Food Establishment,Kitchen/Food Prep Area
39904967,11216.0,Food Establishment,Rodents/Insects/Garbage
39905019,10024.0,Food Establishment,Rodents/Insects/Garbage
39905020,11237.0,Food Establishment,Rodents/Insects/Garbage
39905167,10024.0,Food Establishment,Food Worker Activity
39905432,11101.0,Food Establishment,Food Contains Foreign Object
39905457,10033.0,Food Establishment,Food Temperature
